CS1,DEP_ACTU,DEP_ANTE,nb_ind,pct_ind_RES,pct_ind_DCRAN,cas_MIG
1,11,11,5048.54649380425,0.995475556771655,0.995563375295747,ISO
1,11,31,9.90144024716225,0.0019523721837526,0.00213916673542088,MIG
1,11,34,12.0020044500682,0.00236656274770772,0.00186598486784807,MIG
1,11,47,1.04223371897509,0.000205508296884301,0.000180611465624796,MIG
1,12,06,4.02779434549996,0.000415760706622453,0.00250100665839782,MIG
1,12,12,9630.81128985579,0.994120494680052,0.998212348271899,ISO
1,12,13,4.00568946079121,0.000413478975804546,0.000920643027892749,MIG
1,12,15,1.04588896290439,0.000107959716153725,0.000165898733350955,MIG
1,12,30,8.28905689891155,0.000855620684153229,0.00159112857242656,MIG
1,12,31,5,0.000516114616287398,0.00108023008876611,MIG
1,12,46,4.6945127442291,0.00048458132872882,0.0011971915915188,MIG
1,12,48,2.94823245204003,0.000304325172142139,0.000931475925716701,MIG
1,12,49,4.89748639444132,0.000505532862247967,0.000515559494276586,MIG
1,12,69,5,0.000516114616287398,0.000892634479987093,MIG
1,12,82,7.90463474146783,0.000815939505296941,0.00194465143428577,MIG
1,12,84,9.14600271364984,0.000944077136223777,0.0018667455779301,MIG
1,13,04,4.0791879398074,0.000940535530066211,0.00191382401447097,MIG
1,13,13,4296.99852403692,0.99075596519086,0.987595711235846,ISO
1,13,33,4.13419434561524,0.000953218318848421,0.000507204904394803,MIG
1,13,66,2.82574243719583,0.000651529471114305,0.000940269865804106,MIG
1,13,75,9.0947951752811,0.00209698060674069,0.0203223167467214,MIG
1,13,83,6.88221740113964,0.00158682808611103,0.00195355349189998,MIG
1,13,84,13.0760804887885,0.00301494279625954,0.00266889440046568,MIG
1,14,08,5.20833333333333,0.000935225753757842,0.00180922235400134,MIG
1,14,14,5552.83138497627,0.99708497616089,0.995820853780831,ISO
1,14,27,3.89728909541389,0.00069981026531917,0.000997529104209002,MIG
1,14,56,4.04390764997648,0.000726137583374661,0.000485573929251199,MIG
1,14,78,3.08442815830652,0.000553850236658713,0.00318198273178915,MIG
1,15,09,4,0.000632498746590036,0.00175360436015098,MIG
1,15,15,6284.18590789641,0.993684927520811,0.996796523568665,ISO
1,15,42,5.06514657980456,0.000800924715755298,0.00102383251171351,MIG
1,15,46,4.85074626865672,0.000767022733737917,0.00123703416346368,MIG
1,15,48,4.95069033530572,0.000782826357959068,0.00156414018841178,MIG
1,15,63,3.95305164319249,0.000625075052381233,0.000631668742972834,MIG
1,15,71,4.031316659167,0.000637450683507665,0.00052789653850672,MIG
1,15,72,4.99994672897431,0.0007906150097733,0.000917531977736817,MIG
1,15,83,4,0.000632498746590036,0.00113542097148892,MIG
1,15,92,4.08639818736815,0.000646160432894537,0.02083692646502,MIG
1,16,16,5140.80741175686,0.997465565145038,0.997275033051276,ISO
1,16,61,9.06214664674652,0.00175831897646115,0.00174042244903168,MIG
1,16,64,4,0.000776115878501005,0.000466470280785653,MIG
1,17,16,9.123452999307,0.00117193959076768,0.00176987604527209,MIG
1,17,17,7750.84285607774,0.995622995541964,0.997440353053335,ISO
1,17,31,7.94788273615636,0.00102093346038919,0.00171710841471616,MIG
1,17,33,7.05800107541032,0.000906625034686156,0.000865913031995877,MIG
1,17,38,9,0.00115608161928497,0.00182570727488183,MIG
1,17,85,0.94528168076255,0.000121424752908487,9.84259356725572e-05,MIG
1,18,18,3661.7361219631,0.994837304508603,0.996794146733677,ISO
1,18,45,5.02421307506053,0.00136500130713692,0.00144879799743606,MIG
1,18,58,13.9783197831978,0.00379769418426048,0.00445432184562409,MIG
1,19,03,4.03765005645019,0.000937161497481993,0.000742090244191445,MIG
1,19,15,10,0.00232105676415634,0.00158619833686992,MIG
1,19,19,4275.43184336769,0.992351999973798,0.998453419949423,ISO
